Health Care Authority (HCA),,,,,,,,,
Physician-Related Services/ Professional and Emergent Oral Healthcare Services,,,,,,,,,
"Effective July 1, 2011",,,,,,,,,
  Update 9/15/2011,,,,,,,,,
Link to Legend,,,,,,,,,
Code Status Indicator,Code,Mod,"July 1, 2011 NFS Max Allowable","July 1, 2011 FS Max allowable ",PA Required,Global Days,Assist at Surgery,Comments,
,27236,  ,697.71,697.71,,090,Y,,
,27238,  ,263.70,263.70,,090,N,,
,27240,  ,556.39,556.39,,090,N,,
,27244,  ,717.84,717.84,,090,Y,,
,27245,  ,725.89,725.89,,090,Y,,
,27246,  ,221.63,222.24,,090,N,,
,27248,  ,435.81,435.81,,090,Y,,
,27250,  ,119.37,119.37,,000,N,,
,27252,  ,439.44,439.44,,090,N,,
,27253,  ,549.95,549.95,,090,Y,,
,27254,  ,740.38,740.38,,090,Y,,
,27256,  ,168.69,136.48,,010,N,,
,27257,  ,194.05,194.05,,010,N,,
,27258,  ,647.18,647.18,,090,Y,,
,27259,  ,907.06,907.06,,090,Y,,
,27265,  ,226.26,226.26,,090,N,,
,27266,  ,336.77,336.77,,090,N,,
,27267,,246.39,246.39,,090,Y,,
,27268,,304.77,304.77,,090,Y,,
,27269,,714.62,714.62,,090,Y,,
,27275,  ,103.27,103.27,,010,N,,
,27280,  ,599.27,599.27,,090,Y,,
,27282,  ,483.72,483.72,,090,Y,,
,27284,  ,926.18,926.18,,090,Y,,
,27286,  ,970.67,970.67,,090,Y,,
,27290,  ,936.25,936.25,,090,Y,,
,27295,  ,741.19,741.19,,090,Y,,
,27299,  ,B.R.,B.R.,,090,Y,,
,27301,  ,385.49,289.27,,090,N,,
,27303,  ,370.79,370.79,,090,Y,,
,27305,  ,274.37,274.37,,090,Y,,
,27306,  ,217.40,217.40,,090,Y,,
,27307,  ,273.97,273.97,,090,N,,
,27310,  ,423.74,423.74,,090,Y,,
,27323,  ,157.62,104.88,,010,N,,
,27324,  ,225.46,225.46,,090,N,,
,27325,,315.03,315.03,,090,Y,,
,27326,,290.07,290.07,,090,Y,,
,27327,  ,255.65,184.19,,090,N,,
,27328,  ,340.80,340.80,,090,N,,
,27329,  ,605.71,605.71,,090,Y,,
,27330,  ,235.12,235.12,,090,N,,
,27331,  ,274.57,274.57,,090,Y,,
,27332,  ,371.00,371.00,,090,Y,,
,27333,  ,338.18,338.18,,090,Y,,
,27334,  ,395.76,395.76,,090,Y,,
,27335,  ,444.07,444.07,,090,Y,,
,27337,,249.21,249.21,,090,Y,,
,27339,,447.69,447.69,,090,Y,,
,27340,  ,213.18,213.18,,090,N,,
,27345,  ,278.20,278.20,,090,Y,,
,27347,  ,303.36,303.36,,090,Y,,
,27350,  ,377.84,377.84,,090,Y,,
,27355,  ,349.66,349.66,,090,Y,,
,27356,  ,427.56,427.56,,090,Y,,
,27357,  ,472.85,472.85,,090,Y,,
,27358,  ,165.87,165.87,,000,Y,,
,27360,  ,494.39,494.39,,090,Y,,
,27364,,927.79,927.79,,090,Y,,
,27365,  ,"1,136.54","1,136.54",,090,Y,,
,27370,  ,100.25,31.00,,000,N,,
,27372,  ,349.05,234.92,,090,N,,
,27380,  ,343.42,343.42,,090,Y,,
,27381,  ,464.20,464.20,,090,Y,,
,27385,  ,366.97,366.97,,090,Y,,
,27386,  ,482.92,482.92,,090,Y,,
,27390,  ,257.26,257.26,,090,Y,,
,27391,  ,332.95,332.95,,090,N,,
,27392,  ,410.45,410.45,,090,Y,,
,27393,  ,293.09,293.09,,090,Y,,
,27394,  ,376.83,376.83,,090,Y,,
,27395,  ,511.10,511.10,,090,Y,,
,27396,  ,356.90,356.90,,090,Y,,
,27397,  ,530.63,530.63,,090,Y,,
,27400,  ,401.79,401.79,,090,Y,,
,27403,  ,371.80,371.80,,090,Y,,
,27405,  ,392.94,392.94,,090,Y,,
,27407,  ,454.13,454.13,,090,Y,,
,27409,  ,562.03,562.03,,090,Y,,
,27412,  ,963.82,963.82,PA,090,Y,,
,27415,  ,799.36,799.36,PA,090,Y,,
,27416,,566.86,566.86,PA,090,N,,
,27418,  ,484.33,484.33,,090,Y,,
,27420,  ,433.80,433.80,,090,Y,,
,27422,  ,431.99,431.99,,090,Y,,
,27424,  ,432.59,432.59,,090,Y,,
,27425,  ,257.66,257.66,,090,N,,
,27427,  ,416.89,416.89,,090,Y,,
,27428,  ,646.98,646.98,,090,Y,,
,27429,  ,723.67,723.67,,090,Y,,
,27430,  ,429.98,429.98,,090,Y,,
,27435,  ,467.02,467.02,,090,Y,,
,27437,  ,383.68,383.68,,090,N,,
,27438,  ,488.96,488.96,,090,Y,,
,27440,  ,455.34,455.34,,090,Y,,
,27441,  ,470.04,470.04,,090,Y,,
,27442,  ,505.67,505.67,,090,Y,,
,27443,  ,474.87,474.87,,090,Y,,
,27445,  ,733.54,733.54,,090,Y,,
,27446,  ,647.98,647.98,,090,Y,,
,27447,  ,901.82,901.82,,090,Y,,
,27448,  ,476.68,476.68,,090,Y,,
,27450,  ,592.43,592.43,,090,Y,,
,27454,  ,754.47,754.47,,090,Y,,
,27455,  ,548.95,548.95,,090,Y,,
,27457,  ,563.04,563.04,,090,Y,,
,27465,  ,726.09,726.09,,090,Y,,
,27466,  ,688.65,688.65,,090,Y,,
,27468,  ,782.25,782.25,,090,Y,,
,27470,  ,689.05,689.05,,090,Y,,
,27472,  ,740.99,740.99,,090,Y,,
,27475,  ,356.10,356.10,,090,N,,
,27477,  ,425.75,425.75,,090,N,,
,27479,  ,511.10,511.10,,090,Y,,
,27485,  ,389.72,389.72,,090,N,,
,27486,  ,824.73,824.73,,090,Y,,
,27487,  ,"1,034.68","1,034.68",,090,Y,,
,27488,  ,701.73,701.73,,090,Y,,
,27495,  ,660.06,660.06,,090,Y,,
,27496,  ,304.57,304.57,,090,N,,
,27497,  ,327.52,327.52,,090,N,,
,27498,  ,362.94,362.94,,090,Y,,
,27499,  ,394.55,394.55,,090,Y,,
,27500,  ,297.32,275.78,,090,N,,
,27501,  ,291.08,287.86,,090,N,,
,27502,  ,454.94,454.94,,090,N,,
,27503,  ,467.22,467.22,,090,N,,
,27506,  ,781.45,781.45,,090,Y,,
,27507,  ,571.09,571.09,,090,Y,,
,27508,  ,300.94,283.43,,090,N,,
,27509,  ,374.62,374.62,,090,N,,
,27510,  ,402.80,402.80,,090,N,,
,27511,  ,590.41,590.41,,090,Y,,
,27513,  ,737.56,737.56,,090,Y,,
,27514,  ,579.54,579.54,,090,Y,,
,27516,  ,288.06,271.15,,090,N,,
,27517,  ,396.76,396.76,,090,N,,
,27519,  ,530.63,530.63,,090,Y,,
,27520,  ,182.38,165.87,,090,N,,
,27524,  ,438.03,438.03,,090,Y,,
,27530,  ,226.66,210.96,,090,N,,
,27532,  ,355.09,334.56,,090,N,,
,27535,  ,530.02,530.02,,090,Y,,
,27536,  ,695.69,695.69,,090,Y,,
,27538,  ,269.94,252.83,,090,N,,
,27540,  ,476.48,476.48,,090,Y,,
,27550,  ,284.24,264.11,,090,N,,
,27552,  ,362.14,362.14,,090,N,,
,27556,  ,521.77,521.77,,090,Y,,
,27557,  ,624.23,624.23,,090,Y,,
,27558,  ,707.77,707.77,,090,Y,,
,27560,  ,214.99,197.48,,090,N,,
,27562,  ,273.77,273.77,,090,N,,
,27566,  ,519.56,519.56,,090,Y,,
,27570,  ,86.36,86.36,,010,N,,
,27580,  ,842.44,842.44,,090,Y,,
,27590,  ,484.93,484.93,,090,Y,,
,27591,  ,531.43,531.43,,090,Y,,
,27592,  ,412.67,412.67,,090,Y,,
,27594,  ,299.94,299.94,,090,N,,
,27596,  ,431.39,431.39,,090,N,,
,27598,  ,438.03,438.03,,090,Y,,
,27599,  ,B.R.,B.R.,,090,Y,,
,27600,  ,246.19,246.19,,090,N,,
,27601,  ,260.88,260.88,,090,N,,
,27602,  ,301.35,301.35,,090,Y,,
,27603,  ,310.20,228.88,,090,N,,
,27604,  ,271.96,197.48,,090,N,,
,27605,  ,203.92,110.92,,010,N,,
,27606,  ,169.49,169.49,,010,N,,
,27607,  ,357.91,357.91,,090,N,,
,27610,  ,381.46,381.46,,090,N,,
,27612,  ,328.52,328.52,,090,Y,,
,27613,  ,147.55,97.03,,010,N,,
,27614,  ,331.34,238.74,,090,N,,
,27615,  ,593.23,593.23,,090,N,,
,27616,,758.90,758.90,,090,N,,
,27618,  ,257.06,185.60,,090,N,,
,27619,  ,292.49,292.49,,090,N,,
,27620,  ,268.13,268.13,,090,Y,,
,27625,  ,338.79,338.79,,090,Y,,
,27626,  ,368.78,368.78,,090,Y,,
,27630,  ,318.66,214.79,,090,N,,
,27632,,247.00,247.00,,090,Y,,
,27634,,400.39,400.39,,090,Y,,
,27635,  ,346.03,346.03,,090,N,,
,27637,  ,442.05,442.05,,090,Y,,
,27638,  ,452.93,452.93,,090,Y,,
,27640,  ,497.81,497.81,,090,N,,
,27641,  ,396.96,396.96,,090,N,,
,27645,  ,977.92,977.92,,090,Y,,
,27646,  ,844.25,844.25,,090,Y,,
,27647,  ,637.11,637.11,,090,Y,,
,27648,  ,96.22,30.80,,000,N,,
,27650,  ,391.13,391.13,,090,Y,,
,27652,  ,416.69,416.69,,090,N,,
,27654,  ,417.50,417.50,,090,Y,,
,27656,  ,341.61,218.41,,090,Y,,
,27658,  ,221.43,221.43,,090,Y,,
,27659,  ,287.46,287.46,,090,Y,,
,27664,  ,213.38,213.38,,090,N,,
,27665,  ,241.36,241.36,,090,Y,,
,27675,  ,289.87,289.87,,090,Y,,
,27676,  ,363.75,363.75,,090,Y,,
,27680,  ,253.03,253.03,,090,N,,
,27681,  ,310.61,310.61,,090,N,,
,27685,  ,376.23,274.37,,090,Y,,
,27686,  ,325.70,325.70,,090,N,,
,27687,  ,268.33,268.33,,090,Y,,
,27690,  ,372.41,372.41,,090,Y,,
,27691,  ,439.44,439.44,,090,Y,,
,27692,  ,64.01,64.01,,000,Y,,
,27695,  ,284.03,284.03,,090,N,,
,27696,  ,333.35,333.35,,090,N,,
,27698,  ,379.25,379.25,,090,Y,,
,27700,  ,351.47,351.47,,090,Y,,
,27702,  ,575.52,575.52,,090,Y,,
,27703,  ,666.10,666.10,,090,Y,,
,27704,  ,334.36,334.36,,090,N,,
,27705,  ,446.08,446.08,,090,Y,,
,27707,  ,234.31,234.31,,090,N,,
,27709,  ,679.59,679.59,,090,Y,,
,27712,  ,643.96,643.96,,090,Y,,
,27715,  ,619.80,619.80,,090,Y,,
,27720,  ,512.11,512.11,,090,Y,,
,27722,  ,515.53,515.53,,090,Y,,
,27724,  ,746.22,746.22,,090,Y,,
,27725,  ,708.98,708.98,,090,Y,,
,27726,,557.60,557.60,,090,N,,
,27727,  ,586.19,586.19,,090,Y,,
L,27730,  ,338.79,338.79,,090,N,,
L,27732,  ,247.80,247.80,,090,N,,
L,27734,  ,348.25,348.25,,090,N,,
L,27740,  ,369.79,369.79,,090,Y,,
L,27742,  ,413.67,413.67,,090,Y,,
,27745,  ,439.44,439.44,,090,Y,,
,27750,  ,195.86,179.56,,090,N,,
,27752,  ,309.60,287.05,,090,N,,
,27756,  ,332.55,332.55,,090,Y,,
,27758,  ,518.95,518.95,,090,Y,,
,27759,  ,584.37,584.37,,090,Y,,
,27760,  ,189.42,172.31,,090,N,,
,27762,  ,276.79,254.04,,090,N,,
,27766,  ,355.09,355.09,,090,N,,
,27767,,157.01,157.82,,090,N,,
,27768,,245.38,245.38,,090,N,,
,27769,,417.29,417.29,,090,N,,
,27780,  ,171.51,155.60,,090,N,,
,27781,  ,242.57,225.46,,090,N,,
,27784,  ,413.27,413.27,,090,N,,
,27786,  ,179.16,161.64,,090,N,,
,27788,  ,242.37,222.44,,090,N,,
,27792,  ,413.67,413.67,,090,N,,
,27808,  ,188.82,169.49,,090,N,,
,27810,  ,270.75,247.80,,090,N,,
,27814,  ,451.31,451.31,,090,Y,,
,27816,  ,179.16,160.84,,090,N,,
,27818,  ,277.39,251.22,,090,N,,
,27822,  ,494.39,494.39,,090,Y,,
,27823,  ,561.83,561.83,,090,Y,,
,27824,  ,177.95,171.91,,090,N,,
,27825,  ,315.64,288.06,,090,N,,
,27826,  ,486.14,486.14,,090,Y,,
,27827,  ,634.90,634.90,,090,Y,,
,27828,  ,759.50,759.50,,090,Y,,
,27829,  ,394.55,394.55,,090,Y,,
,27830,  ,211.97,197.88,,090,N,,
,27831,  ,225.66,225.66,,090,N,,
,27832,  ,429.78,429.78,,090,Y,,
,27840,  ,205.73,205.73,,090,N,,
,27842,  ,285.04,285.04,,090,N,,
,27846,  ,428.97,428.97,,090,Y,,
,27848,  ,482.31,482.31,,090,Y,,
,27860,  ,102.26,102.26,,010,N,,
,27870,  ,610.74,610.74,,090,Y,,
,27871,  ,404.41,404.41,,090,Y,,
,27880,  ,548.74,548.74,,090,Y,,
,27881,  ,521.57,521.57,,090,Y,,
,27882,  ,368.18,368.18,,090,N,,
,27884,  ,345.63,345.63,,090,N,,
,27886,  ,393.94,393.94,,090,N,,
,27888,  ,406.83,406.83,,090,Y,,
,27889,  ,401.79,401.79,,090,N,,
,27892,  ,322.89,322.89,,090,N,,
,27893,  ,342.01,342.01,,090,N,,
,27894,  ,503.25,503.25,,090,Y,,
,27899,  ,B.R.,B.R.,,090,N,,
,28001,  ,157.22,101.25,,010,N,,
,28002,  ,296.11,223.04,,010,N,,
,28003,  ,393.14,318.86,,090,N,,
,28005,  ,351.67,351.67,,090,N,,
,28008,  ,248.20,174.73,,090,N,,
,28010,  ,135.68,124.20,,090,N,,
,28011,  ,192.44,174.93,,090,N,,
,28020,  ,302.96,210.96,,090,N,,
,28022,  ,274.77,191.03,,090,N,,
,28024,  ,259.88,179.76,,090,N,,
,28035,  ,300.34,210.56,,090,N,,
,28039,,289.67,201.30,,090,Y,,
,28041,,264.11,264.11,,090,N,,
,28043,  ,219.82,157.82,,090,N,,
,28045,  ,292.29,207.54,,090,N,,
,28046,  ,439.24,439.24,,090,N,,
,28047,,549.35,549.35,,090,Y,,
,28050,  ,253.24,173.32,,090,N,,
,28052,  ,245.59,164.86,,090,N,,
,28054,  ,221.63,144.53,,090,N,,
,28055,,225.25,225.25,,090,N,,
,28060,  ,294.90,210.36,,090,N,,
,28062,  ,339.79,242.77,,090,N,,
,28070,  ,299.74,208.35,,090,N,,
,28072,  ,294.10,201.50,,090,N,,
,28080,  ,293.70,211.57,,090,N,,
,28086,  ,311.81,211.77,,090,Y,,
,28088,  ,274.17,178.96,,090,N,,
,28090,  ,267.73,182.18,,090,N,,
,28092,  ,243.77,160.84,,090,N,,
,28100,  ,342.21,238.74,,090,Y,,
,28102,  ,329.93,329.93,,090,Y,,
,28103,  ,243.57,243.57,,090,Y,,
,28104,  ,293.09,204.72,,090,Y,,
,28106,  ,261.49,261.49,,090,Y,,
,28107,  ,309.20,214.38,,090,Y,,
,28108,  ,249.01,169.70,,090,N,,
,28110,  ,262.90,170.50,,090,N,,
,28111,  ,294.30,198.68,,090,N,,
,28112,  ,282.22,186.81,,090,N,,
,28113,  ,341.00,251.42,,090,N,,
,28114,  ,615.37,489.56,,090,Y,,
,28116,  ,432.59,335.97,,090,N,,
,28118,  ,337.58,242.97,,090,Y,,
,28119,  ,299.33,212.77,,090,N,,
,28120,  ,407.23,307.99,,090,N,,
,28122,  ,379.25,293.70,,090,Y,,
,28124,  ,273.57,196.07,,090,N,,
,28126,  ,224.85,147.75,,090,N,,
,28130,  ,404.61,404.61,,090,Y,,
,28140,  ,355.29,266.12,,090,N,,
,28150,  ,249.21,169.09,,090,N,,
,28153,  ,235.32,156.21,,090,N,,
,28160,  ,240.55,161.04,,090,N,,
,28171,  ,496.81,496.81,,090,Y,,
,28173,  ,448.09,448.09,,090,N,,
,28175,  ,283.23,283.23,,090,N,,
,28190,  ,145.14,78.91,,010,N,,
,28192,  ,271.55,187.61,,090,N,,
,28193,  ,307.79,220.83,,090,N,,
,28200,  ,272.56,186.61,,090,N,,
,28202,  ,345.23,252.83,,090,Y,,
,28208,  ,265.92,181.77,,090,N,,
,28210,  ,330.53,241.96,,090,Y,,
,28220,  ,257.26,179.56,,090,N,,
,28222,  ,294.30,211.16,,090,N,,
,28225,  ,227.27,150.57,,090,N,,
,28226,  ,270.95,185.80,,090,N,,
,28230,  ,247.40,169.29,,090,N,,
,28232,  ,223.44,146.95,,090,N,,
,28234,  ,234.51,157.42,,090,N,,
,28238,  ,389.31,290.88,,090,Y,,
,28240,  ,253.44,174.12,,090,N,,
,28250,  ,327.31,237.13,,090,Y,,
,28260,  ,397.77,305.77,,090,Y,,
,28261,  ,557.40,454.54,,090,N,,
,28262,  ,798.96,661.27,,090,Y,,
,28264,  ,528.61,416.09,,090,Y,,
,28270,  ,280.21,197.88,,090,N,,
,28272,  ,225.46,151.38,,090,N,,
,28280,  ,300.34,211.16,,090,N,,
,28285,  ,269.54,189.83,,090,N,,
,28286,  ,261.29,179.36,,090,N,,
,28288,  ,346.24,255.05,,090,N,,
,28289,  ,423.94,324.70,,090,Y,,
,28290,  ,334.76,234.51,,090,N,,
,28292,  ,453.73,353.68,,090,Y,,
,28293,  ,601.08,419.71,,090,Y,,
,28294,  ,422.13,310.81,,090,Y,,
,28296,  ,414.88,310.40,,090,Y,,
,28297,  ,474.46,350.87,,090,Y,,
,28298,  ,413.27,299.53,,090,Y,,
,28299,  ,519.35,402.00,,090,Y,,
,28300,  ,389.11,389.11,,090,Y,,
,28302,  ,405.82,405.82,,090,Y,,
,28304,  ,461.18,350.06,,090,Y,,
,28305,  ,389.11,389.11,,090,Y,,
,28306,  ,352.28,239.75,,090,Y,,
,28307,  ,406.83,273.37,,090,N,,
,28308,  ,319.46,220.02,,090,Y,,
,28309,  ,524.39,524.39,,090,N,,
,28310,  ,309.60,209.96,,090,N,,
,28312,  ,287.05,188.01,,090,N,,
,28313,  ,302.35,215.99,,090,N,,
,28315,  ,272.56,191.24,,090,N,,
,28320,  ,362.34,362.34,,090,Y,,
,28322,  ,450.51,339.79,,090,Y,,
,28340,  ,341.81,250.22,,090,N,,
,28341,  ,394.35,296.72,,090,N,,
,28344,  ,260.68,175.53,,090,N,,
,28345,  ,313.22,225.86,,090,N,,
,28360,  ,609.13,609.13,,090,Y,,
,28400,  ,141.92,129.84,,090,N,,
,28405,  ,225.86,207.74,,090,N,,
,28406,  ,306.18,306.18,,090,N,,
,28415,  ,659.66,659.66,,090,Y,,
,28420,  ,719.45,719.45,,090,Y,,
,28430,  ,133.46,118.57,,090,N,,
,28435,  ,196.47,178.35,,090,N,,
,28436,  ,255.25,255.25,,090,N,,
,28445,  ,622.02,622.02,,090,Y,,
,28446,,706.56,706.56,,090,Y,,
,28450,  ,122.99,109.51,,090,N,,
,28455,  ,168.69,154.40,,090,N,,
,28456,  ,176.14,176.14,,090,N,,
,28465,  ,357.51,357.51,,090,N,,
,28470,  ,121.38,109.10,,090,N,,
,28475,  ,148.96,134.47,,090,N,,
,28476,  ,200.49,200.49,,090,N,,
,28485,  ,311.21,311.21,,090,N,,
,28490,  ,80.92,70.25,,090,N,,
,28495,  ,100.85,86.96,,090,N,,
,28496,  ,249.61,134.47,,090,N,,
,28505,  ,386.29,290.27,,090,N,,
,28510,  ,69.25,67.64,,090,N,,
,28515,  ,90.99,81.93,,090,N,,
,28525,  ,328.32,232.10,,090,N,,
,28530,  ,66.03,59.58,,090,N,,
,28531,  ,210.36,112.93,,090,N,,
,28540,  ,116.35,106.49,,090,N,,
,28545,  ,157.22,141.72,,090,N,,
,28546,  ,304.37,187.21,,090,N,,
,28555,  ,505.26,388.71,,090,Y,,
,28570,  ,96.02,83.94,,090,N,,
,28575,  ,201.50,184.79,,090,N,,
,28576,  ,218.81,218.81,,090,N,,
,28585,  ,532.04,426.15,,090,Y,,
,28600,  ,124.60,109.10,,090,N,,
,28605,  ,162.05,148.96,,090,N,,
,28606,  ,227.67,227.67,,090,N,,
,28615,  ,460.37,460.37,,090,Y,,
,28630,  ,87.16,63.61,,010,N,,
,28635,  ,102.66,79.31,,010,N,,
,28636,  ,158.22,109.10,,010,N,,
,28645,  ,367.98,279.00,,090,N,,
,28660,  ,64.01,50.53,,010,N,,
,28665,  ,89.78,78.31,,010,N,,
,28666,  ,118.97,118.97,,010,N,,
,28675,  ,335.57,238.14,,090,N,,
,28705,  ,761.92,761.92,,090,Y,,
,28715,  ,570.48,570.48,,090,Y,,
,28725,  ,465.41,465.41,,090,Y,,
,28730,  ,494.39,494.39,,090,Y,,
,28735,  ,467.02,467.02,,090,Y,,
,28737,  ,402.60,402.60,,090,Y,,
,28740,  ,495.20,370.39,,090,Y,,
,28750,  ,481.71,354.09,,090,N,,
,28755,  ,290.07,194.86,,090,N,,
,28760,  ,457.15,343.22,,090,Y,,
,28800,  ,331.54,331.54,,090,Y,,
,28805,  ,445.68,445.68,,090,N,,
,28810,  ,260.68,260.68,,090,N,,
,28820,  ,306.38,204.72,,090,N,,
,28825,  ,337.58,239.55,,090,N,,
,28890,  ,#,#,,090,N,,
,28899,  ,B.R.,B.R.,,090,N,,
,29000,  ,170.50,99.04,,000,N,,
,29010,  ,163.86,95.01,,000,N,,
,29015,  ,137.29,93.00,,000,N,,
,29020,  ,124.40,76.49,,000,N,,
,29025,  ,144.53,98.23,,000,N,,
,29035,  ,143.12,82.94,,000,N,,
,29040,  ,136.48,90.38,,000,N,,
,29044,  ,157.82,96.42,,000,N,,
,29046,  ,155.20,102.46,,000,N,,
,29049,  ,53.34,38.25,,000,N,,
,29055,  ,123.40,79.51,,000,N,,
,29058,  ,58.58,46.50,,000,N,,
,29065,  ,54.35,39.45,,000,N,,
,29075,  ,50.73,35.83,,000,N,,
,29085,  ,53.75,38.45,,000,N,,
,29086,  ,42.88,28.99,,000,N,,
,29105,  ,49.32,34.22,,000,N,,
,29125,  ,39.45,24.96,,000,N,,
,29126,  ,44.89,30.40,,000,N,,
,29130,  ,23.15,16.51,,000,N,,
,29131,  ,29.39,19.32,,000,N,,
,29200,  ,30.60,23.15,,000,N,,
,29240,  ,33.01,25.16,,000,N,,
,29260,  ,29.59,21.54,,000,N,,
,29280,  ,28.79,20.53,,000,N,,
,29305,  ,137.89,91.99,,000,N,,
,29325,  ,153.19,103.67,,000,N,,
,29345,  ,77.50,58.98,,000,N,,
,29355,  ,80.32,62.40,,000,N,,
,29358,  ,89.58,60.39,,000,N,,
,29365,  ,69.85,51.33,,000,N,,
,29405,  ,50.73,37.04,,000,N,,
,29425,  ,54.15,39.86,,000,N,,
,29435,  ,67.84,49.72,,000,N,,
,29440,  ,27.78,18.52,,000,N,,
,29445,  ,81.33,63.41,,000,N,,
,29450,  ,84.14,68.24,,000,N,,
,29505,  ,44.29,27.78,,000,N,,
,29515,  ,41.27,28.58,,000,N,,
,29520,  ,28.58,20.94,,000,N,,
,29530,  ,29.99,21.74,,000,N,,
,29540,  ,19.73,13.89,,000,N,,
,29550,  ,15.90,9.66,,000,N,,
,29580,  ,30.40,21.14,,000,N,,
,29581,,54.95,18.72,,000,N,,
,29590,  ,30.80,22.75,,000,N,,
,29700,  ,37.64,20.13,,000,N,,
,29705,  ,38.25,27.58,,000,N,,
,29710,  ,69.65,48.92,,000,N,,
,29715,  ,49.32,31.81,,000,N,,
,29720,  ,46.70,25.57,,000,N,,
,29730,  ,37.04,26.37,,000,N,,
,29740,  ,51.94,37.64,,000,N,,
,29750,  ,58.38,44.89,,000,N,,
,29799,  ,B.R.,B.R.,,000,N,,
,29800,  ,305.17,305.17,PA,090,N,,
,29804,  ,381.06,381.06,PA,090,Y,,
,29805,  ,273.57,273.57,,090,N,,
,29806,  ,619.60,619.60,,090,N,,
,29807,  ,604.91,604.91,,090,N,,
,29819,  ,341.40,341.40,,090,N,,
,29820,  ,314.23,314.23,,090,Y,,
,29821,  ,344.02,344.02,,090,Y,,
,29822,  ,334.36,334.36,,090,Y,,
,29823,  ,364.96,364.96,,090,Y,,
,29824,  ,392.54,392.54,,090,Y,,
,29825,  ,340.60,340.60,,090,Y,,
,29826,  ,388.91,388.91,,090,Y,,
,29827,  ,630.67,630.67,,090,Y,,
,29828,,535.06,535.06,,090,Y,,
,29830,  ,264.11,264.11,,090,N,,
,29834,  ,286.45,286.45,,090,Y,,
,29835,  ,294.50,294.50,,090,Y,,
,29836,  ,339.39,339.39,,090,Y,,
,29837,  ,307.99,307.99,,090,Y,,
,29838,  ,344.63,344.63,,090,N,,
,29840,  ,261.89,261.89,,090,N,,
,29843,  ,280.41,280.41,,090,Y,,
,29844,  ,289.47,289.47,,090,Y,,
,29845,  ,334.16,334.16,,090,Y,,
,29846,  ,303.76,303.76,,090,N,,
,29847,  ,316.04,316.04,,090,Y,,
,29848,  ,294.90,294.90,,090,N,,
,29850,  ,348.05,348.05,,090,N,,
,29851,  ,544.11,544.11,,090,Y,,
,29855,  ,458.36,458.36,,090,Y,,
,29856,  ,583.17,583.17,,090,Y,,
,29860,  ,384.68,384.68,,090,Y,,
,29861,  ,423.33,423.33,,090,Y,,
,29862,  ,475.07,475.07,,090,Y,,
,29863,  ,473.66,473.66,,090,Y,,
,29866,  ,#,#,,090,N,,
,29867,  ,#,#,,090,N,,
,29868,  ,#,#,,090,N,,
,29870,  ,343.02,238.94,,090,N,,
,29871,  ,298.33,298.33,,090,N,,
,29873,  ,302.55,302.55,,090,N,,
,29874,  ,313.42,313.42,,090,N,,
,29875,  ,288.26,288.26,,090,N,,
,29876,  ,381.66,381.66,,090,N,,
,29877,  ,361.53,361.53,PA,090,N,,
,29879,  ,385.69,385.69,,090,N,,
,29880,  ,402.00,402.00,,090,N,,
,29881,  ,375.83,375.83,,090,N,,
,29882,  ,406.22,406.22,,090,N,,
,29883,  ,490.17,490.17,,090,N,,
,29884,  ,360.53,360.53,,090,Y,,
,29885,  ,436.62,436.62,,090,Y,,
,29886,  ,368.78,368.78,,090,N,,
,29887,  ,433.80,433.80,,090,Y,,
,29888,  ,577.93,577.93,,090,Y,,
,29889,  ,711.60,711.60,,090,Y,,
,29891,  ,404.21,404.21,,090,Y,,
,29892,  ,387.10,387.10,,090,Y,,
,29893,  ,349.46,250.82,,090,N,,
,29894,  ,301.55,301.55,,090,Y,,
,29895,  ,288.46,288.46,,090,Y,,
,29897,  ,302.15,302.15,,090,Y,,
,29898,  ,335.97,335.97,,090,Y,,
,29899,  ,612.35,612.35,,090,Y,,
,29900,  ,265.92,265.92,,090,N,,
,29901,  ,301.14,301.14,,090,N,,
,29902,  ,313.42,313.42,,090,N,,
,29904,,367.17,367.17,,090,Y,,
,29905,,396.96,396.96,,090,Y,,
,29906,,417.90,417.90,,090,Y,,
,29907,,506.07,506.07,,090,Y,,
,29914,,604.50,604.50,,090,Y,,
,29915,,615.98,615.98,,090,Y,,
,29916,,615.98,615.98,,090,Y,,
,29999,  ,B.R.,B.R.,,090,N,,
,30000,  ,137.09,70.46,,010,N,,
,30020,  ,135.68,70.66,,010,N,,
,30100,  ,83.74,41.07,,000,N,,
,30110,  ,135.47,77.70,,010,N,,
,30115,  ,255.45,255.45,,090,N,,
,30117,  ,509.49,199.69,,090,N,,
,30118,  ,455.34,455.34,,090,N,,
,30120,  ,306.78,263.10,,090,N,,
,30124,  ,161.85,161.85,,090,N,,
,30125,  ,362.94,362.94,,090,Y,,
,30130,  ,224.65,224.65,,090,N,,
,30140,  ,259.27,259.27,,090,N,,
,30150,  ,461.98,461.98,,090,N,,
,30160,  ,464.00,464.00,,090,Y,,
,30200,  ,67.23,35.63,,000,N,,
,30210,  ,88.37,59.18,,010,N,,
,30220,  ,177.35,74.88,,010,N,,
,30300,  ,135.47,73.68,,010,N,,
,30310,  ,121.99,121.99,,010,N,,
,30320,  ,268.53,268.53,,090,N,,
,30400,  ,#,#,,090,N,,
,30410,  ,#,#,,090,Y,,
,30420,  ,#,#,,090,N,,
