"Colorado Medicaid Fee Schedule January 1, 2015",,,,,,,,,
"The reimbursement rates listed in this fee schedule are valid for services rendered on or after Januar  1, 2015 Please refer to the Fee Schedule Instructions on the website for an explaination of each field",,,,,,,,,
,,,,,,,,,
,,,,,,,,,
CPT or HCPCS Procedure Code,Procedure Code Modifier,Base Value,Conversion Factor,Total CO Medicaid Allowable (Base Value x Conversion Factor),Min Age,Max Age,Post Op Days,Prior Authorization Needed,
33364,,37.01,33.77,"$1,249.83",000,999,000,No,
33365,,40.53,33.77,"$1,368.70",000,999,000,No,
33367,,14.23,33.77,$480.55,000,999,000,No,
33368,,17.24,33.77,$582.19,000,999,000,No,
33369,,22.76,33.77,$768.61,000,999,000,No,
33400,,38.00,33.77,"$1,283.26",000,999,090,No,
33401,,32.49,33.77,"$1,097.19",000,999,090,No,
33403,,33.90,33.77,"$1,144.80",000,999,090,No,
33404,,44.52,33.77,"$1,503.44",000,999,090,No,
33405,,49.56,33.77,"$1,673.64",000,999,090,No,
33406,,47.98,33.77,"$1,620.28",000,999,090,No,
3340F,,,,Not a Benefit,,,,,
33410,,47.61,33.77,"$1,607.79",000,999,090,No,
33411,,50.06,33.77,"$1,690.53",000,999,090,No,
33412,,50.36,33.77,"$1,700.66",000,999,090,No,
33413,,49.45,33.77,"$1,669.93",000,999,090,No,
33414,,42.37,33.77,"$1,430.83",000,999,090,No,
33415,,33.15,33.77,"$1,119.48",000,999,090,No,
33416,,35.00,33.77,"$1,181.95",000,999,090,No,
33417,,34.00,33.77,"$1,148.18",000,999,090,No,
3341F,,,,Not a Benefit,,,,,
33418,,33.94,33.77,"$1,146.15",000,999,090,No,
33419,,13.05,33.77,$440.70,000,999,000,No,
33420,,26.00,33.77,$878.02,000,999,090,No,
33422,,34.00,33.77,"$1,148.18",000,999,090,No,
33425,,38.00,33.77,"$1,283.26",000,999,090,No,
33426,,38.00,33.77,"$1,283.26",000,999,090,No,
33427,,38.00,33.77,"$1,283.26",000,999,090,No,
3342F,,,,Not a Benefit,,,,,
33430,,38.00,33.77,"$1,283.26",000,999,090,No,
3343F,,,,Not a Benefit,,,,,
3344F,,,,Not a Benefit,,,,,
3345F,,,,Not a Benefit,,,,,
33460,,38.00,33.77,"$1,283.26",000,999,090,No,
33463,,34.97,33.77,"$1,180.94",000,999,090,No,
33464,,37.43,33.77,"$1,264.01",000,999,090,No,
33465,,38.00,33.77,"$1,283.26",000,999,090,No,
33468,,38.00,33.77,"$1,283.26",000,999,090,No,
33470,,26.00,33.77,$878.02,000,999,090,No,
33471,,30.59,33.77,"$1,033.02",000,999,090,No,
33474,,34.00,33.77,"$1,148.18",000,999,090,No,
33475,,39.56,33.77,"$1,335.94",000,999,090,No,
33476,,38.00,33.77,"$1,283.26",000,999,090,No,
33478,,38.00,33.77,"$1,283.26",000,999,090,No,
33496,,44.14,33.77,"$1,490.61",000,999,090,No,
33500,,28.00,33.77,$945.56,000,999,090,No,
33501,,27.68,33.77,$934.75,000,999,090,No,
33502,,26.00,33.77,$878.02,000,999,090,No,
33503,,28.00,33.77,$945.56,000,999,090,No,
33504,,36.00,33.77,"$1,215.72",000,999,090,No,
33505,,36.71,33.77,"$1,239.70",000,999,090,No,
33506,,36.71,33.77,"$1,239.70",000,999,090,No,
33507,,36.21,33.77,"$1,222.81",000,999,090,No,
33508,,0.34,33.77,$11.48,000,999,000,No,
3350F,,,,Not a Benefit,,,,,
33510,,38.00,33.77,"$1,283.26",000,999,090,No,
33511,,44.00,33.77,"$1,485.88",000,999,090,No,
33512,,50.00,33.77,"$1,688.50",000,999,090,No,
33513,,56.00,33.77,"$1,891.12",000,999,090,No,
33514,,62.00,33.77,"$2,093.74",000,999,090,No,
33516,,68.00,33.77,"$2,296.36",000,999,090,No,
33517,,4.90,33.77,$165.47,000,999,000,No,
33518,,10.61,33.77,$358.30,000,999,000,No,
33519,,14.15,33.77,$477.85,000,999,000,No,
3351F,,,,Not a Benefit,,,,,
33521,,17.13,33.77,$578.48,000,999,000,No,
33522,,19.48,33.77,$657.84,000,999,000,No,
33523,,22.23,33.77,$750.71,000,999,000,No,
3352F,,,,Not a Benefit,,,,,
33530,,7.80,33.77,$263.41,000,999,000,No,
33533,,40.52,33.77,"$1,368.36",000,999,090,No,
33534,,51.12,33.77,"$1,726.32",000,999,090,No,
33535,,57.19,33.77,"$1,931.31",000,999,090,No,
33536,,61.13,33.77,"$2,064.36",000,999,090,No,
3353F,,,,Not a Benefit,,,,,
33542,,38.00,33.77,"$1,283.26",000,999,090,No,
33545,,44.00,33.77,"$1,485.88",000,999,090,No,
33548,,47.65,33.77,"$1,609.14",000,999,090,No,
3354F,,,,Not a Benefit,,,,,
33572,,6.22,33.77,$210.05,000,999,000,No,
33600,,40.97,33.77,"$1,383.56",000,999,090,No,
33602,,39.56,33.77,"$1,335.94",000,999,090,No,
33606,,42.37,33.77,"$1,430.83",000,999,090,No,
33608,,43.44,33.77,"$1,466.97",000,999,090,No,
33610,,42.37,33.77,"$1,430.83",000,999,090,No,
33611,,45.20,33.77,"$1,526.40",000,999,090,No,
33612,,46.41,33.77,"$1,567.27",000,999,090,No,
33615,,44.13,33.77,"$1,490.27",000,999,090,No,
33617,,46.61,33.77,"$1,574.02",000,999,090,No,
33619,,51.21,33.77,"$1,729.36",000,999,090,No,
33620,,38.17,33.77,"$1,289.00",000,999,000,No,
33621,,20.55,33.77,$693.97,000,999,000,No,
33622,,80.54,33.77,"$2,719.84",000,999,000,No,
33641,,36.00,33.77,"$1,215.72",000,999,090,No,
33645,,32.85,33.77,"$1,109.34",000,999,090,No,
33647,,44.24,33.77,"$1,493.98",000,999,090,No,
33660,,38.00,33.77,"$1,283.26",000,999,090,No,
33665,,44.00,33.77,"$1,485.88",000,999,090,No,
33670,,44.00,33.77,"$1,485.88",000,999,090,No,
33675,,43.44,33.77,"$1,466.97",000,999,090,No,
33676,,44.76,33.77,"$1,511.55",000,999,090,No,
33677,,46.51,33.77,"$1,570.64",000,999,090,No,
33681,,36.00,33.77,"$1,215.72",000,999,090,No,
33684,,44.00,33.77,"$1,485.88",000,999,090,No,
33688,,44.00,33.77,"$1,485.88",000,999,090,No,
33690,,24.00,33.77,$810.48,000,999,090,No,
33692,,44.00,33.77,"$1,485.88",000,999,090,No,
33694,,44.00,33.77,"$1,485.88",000,999,090,No,
33697,,46.61,33.77,"$1,574.02",000,999,090,No,
33702,,38.00,33.77,"$1,283.26",000,999,090,No,
3370F,,,,Not a Benefit,,,,,
33710,,44.00,33.77,"$1,485.88",000,999,090,No,
33720,,38.00,33.77,"$1,283.26",000,999,090,No,
33722,,39.56,33.77,"$1,335.94",000,999,090,No,
33724,,30.93,33.77,"$1,044.51",000,999,090,No,
33726,,40.76,33.77,"$1,376.47",000,999,090,No,
3372F,,,,Not a Benefit,,,,,
33730,,38.00,33.77,"$1,283.26",000,999,090,No,
33732,,39.20,33.77,"$1,323.78",000,999,090,No,
33735,,26.00,33.77,$878.02,000,999,090,No,
33736,,28.90,33.77,$975.95,000,999,090,No,
33737,,30.00,33.77,"$1,013.10",000,999,090,No,
3374F,,,,Not a Benefit,,,,,
33750,,28.00,33.77,$945.56,000,999,090,No,
33755,,28.00,33.77,$945.56,000,999,090,No,
33762,,28.00,33.77,$945.56,000,999,090,No,
33764,,30.00,33.77,"$1,013.10",000,999,090,No,
33766,,28.00,33.77,$945.56,000,999,090,No,
33767,,33.90,33.77,"$1,144.80",000,999,090,No,
33768,,8.96,33.77,$302.58,000,999,000,No,
3376F,,,,Not a Benefit,,,,,
33770,,46.25,33.77,"$1,561.86",000,999,090,No,
33771,,48.03,33.77,"$1,621.97",000,999,090,No,
33774,,38.00,33.77,"$1,283.26",000,999,090,No,
33775,,42.00,33.77,"$1,418.34",000,999,090,No,
33776,,42.00,33.77,"$1,418.34",000,999,090,No,
33777,,42.00,33.77,"$1,418.34",000,999,090,No,
33778,,44.00,33.77,"$1,485.88",000,999,090,No,
33779,,48.00,33.77,"$1,620.96",000,999,090,No,
33780,,48.00,33.77,"$1,620.96",000,999,090,No,
33781,,48.00,33.77,"$1,620.96",000,999,090,No,
33782,,55.57,33.77,"$1,876.60",000,999,090,No,
33783,,60.06,33.77,"$2,028.23",000,999,090,No,
33786,,48.00,33.77,"$1,620.96",000,999,090,No,
33788,,28.00,33.77,$945.56,000,999,090,No,
3378F,,,,Not a Benefit,,,,,
33800,,21.97,33.77,$741.93,000,999,090,No,
33802,,24.00,33.77,$810.48,000,999,090,No,
33803,,28.00,33.77,$945.56,000,999,090,No,
3380F,,,,Not a Benefit,,,,,
33813,,28.00,33.77,$945.56,000,999,090,No,
33814,,36.00,33.77,"$1,215.72",000,999,090,No,
33820,,17.57,33.77,$593.34,000,999,090,No,
33822,,18.00,33.77,$607.86,000,18,090,No,
33824,,24.00,33.77,$810.48,018,999,090,No,
3382F,,,,Not a Benefit,,,,,
33840,,28.00,33.77,$945.56,000,999,090,No,
33845,,32.00,33.77,"$1,080.64",000,999,090,No,
3384F,,,,Not a Benefit,,,,,
33851,,32.00,33.77,"$1,080.64",000,999,090,No,
33852,,36.00,33.77,"$1,215.72",000,999,090,No,
33853,,43.79,33.77,"$1,478.79",000,999,090,No,
33860,,38.00,33.77,"$1,283.26",000,999,090,No,
33863,,58.72,33.77,"$1,982.97",000,999,090,No,
33864,,56.94,33.77,"$1,922.86",000,999,090,No,
3386F,,,,Not a Benefit,,,,,
33870,,46.00,33.77,"$1,553.42",000,999,090,No,
33875,,38.00,33.77,"$1,283.26",000,999,090,No,
33877,,42.00,33.77,"$1,418.34",000,999,090,No,
33880,,37.57,33.77,"$1,268.74",000,999,090,No,
33881,,32.29,33.77,"$1,090.43",000,999,090,No,
33883,,23.84,33.77,$805.08,000,999,090,No,
33884,,8.84,33.77,$298.53,000,999,000,No,
33886,,20.59,33.77,$695.32,000,999,090,No,
33889,,17.61,33.77,$594.69,000,999,000,No,
3388F,,,,Not a Benefit,,,,,
33891,,22.48,33.77,$759.15,000,999,000,No,
3390F,,,,Not a Benefit,,,,,
33910,,34.00,33.77,"$1,148.18",000,999,090,No,
33915,,26.00,33.77,$878.02,000,999,090,No,
33916,,38.00,33.77,"$1,283.26",000,999,090,No,
33917,,33.90,33.77,"$1,144.80",000,999,090,No,
33920,,44.49,33.77,"$1,502.43",000,999,090,No,
33922,,32.49,33.77,"$1,097.19",000,999,090,No,
33924,,7.62,33.77,$257.33,000,999,000,No,
33925,,36.96,33.77,"$1,248.14",000,999,090,No,
33926,,49.91,33.77,"$1,685.46",000,999,090,No,
33930,,18.17,33.77,$613.60,000,999,000,No,
33933,,79.31,33.77,"$2,678.30",000,999,000,No,
33935,,91.38,33.77,"$3,085.90",000,999,090,No,
33940,,13.98,33.77,$472.10,000,999,000,No,
33944,,54.91,33.77,"$1,854.31",000,999,000,No,
33945,,66.00,33.77,"$2,228.82",000,999,090,No,
3394F,,,,Not a Benefit,,,,,
3395F,,,,Not a Benefit,,,,,
33946,,7.38,33.77,$249.22,000,999,000,No,
33947,,8.18,33.77,$276.24,000,999,000,No,
33948,,5.62,33.77,$189.79,000,999,000,No,
33949,,5.48,33.77,$185.06,000,999,000,No,
33951,,9.02,33.77,$304.61,000,999,000,No,
33952,,8.79,33.77,$296.84,000,999,000,No,
33953,,10.04,33.77,$339.05,000,999,000,No,
33954,,9.79,33.77,$330.61,000,999,000,No,
33955,,20.90,33.77,$705.79,000,999,000,No,
33956,,19.77,33.77,$667.63,000,999,000,No,
33957,,7.13,33.77,$240.78,000,999,000,No,
33958,,6.97,33.77,$235.38,000,999,000,No,
33959,,8.19,33.77,$276.58,000,999,000,No,
33962,,7.82,33.77,$264.08,000,999,000,No,
33963,,13.18,33.77,$445.09,000,999,000,No,
33964,,13.33,33.77,$450.15,000,999,000,No,
33965,,7.05,33.77,$238.08,000,999,000,No,
33966,,7.78,33.77,$262.73,000,999,000,No,
33967,,5.68,33.77,$191.81,000,999,000,No,
33968,,0.89,33.77,$30.06,000,999,000,No,
33969,,8.10,33.77,$273.54,000,999,000,No,
33970,,6.00,33.77,$202.62,000,999,000,No,
33971,,6.00,33.77,$202.62,000,999,000,No,
33973,,14.26,33.77,$481.56,000,999,000,No,
33974,,10.55,33.77,$356.27,000,999,090,No,
33975,,28.25,33.77,$954.00,000,999,000,No,
33976,,32.70,33.77,"$1,104.28",000,999,000,No,
33977,,24.71,33.77,$834.46,000,999,090,No,
33978,,28.25,33.77,$954.00,000,999,090,No,
33979,,28.25,33.77,$954.00,000,999,000,No,
33980,,24.71,33.77,$834.46,000,999,090,No,
33981,,,,Code is Manually Priced,000,999,000,No,
33982,,,,Code is Manually Priced,000,999,000,No,
33983,,,,Code is Manually Priced,000,999,000,No,
33984,,7.93,33.77,$267.80,000,999,000,No,
33985,,14.97,33.77,$505.54,000,999,000,No,
33986,,14.27,33.77,$481.90,000,999,000,No,
33987,,6.03,33.77,$203.63,000,999,000,No,
33988,,17.28,33.77,$583.55,000,999,000,No,
33989,,11.59,33.77,$391.39,000,999,000,No,
33990,,9.99,33.77,$337.36,000,999,000,No,
33991,,14.55,33.77,$491.35,000,999,000,No,
33992,,4.75,33.77,$160.41,000,999,000,No,
33993,,4.17,33.77,$140.82,000,999,000,No,
33999,,,,Code is Manually Priced,000,999,090,No,
34001,,14.00,33.77,$472.78,000,999,090,No,
34051,,18.00,33.77,$607.86,000,999,090,No,
34101,,14.00,33.77,$472.78,000,999,090,No,
34111,,6.00,33.77,$202.62,000,999,090,No,
34151,,18.00,33.77,$607.86,000,999,090,No,
34201,,14.00,33.77,$472.78,000,999,090,No,
34203,,18.00,33.77,$607.86,000,999,090,No,
34401,,18.00,33.77,$607.86,000,999,090,No,
34421,,14.00,33.77,$472.78,000,999,090,No,
34451,,29.96,33.77,"$1,011.75",000,999,090,No,
34471,,14.00,33.77,$472.78,000,999,090,No,
34490,,14.00,33.77,$472.78,000,999,090,No,
34501,,14.00,33.77,$472.78,000,999,090,No,
34502,,37.12,33.77,"$1,253.54",000,999,090,No,
3450F,,,,Not a Benefit,,,,,
34510,,18.66,33.77,$630.15,000,999,090,No,
3451F,,,,Not a Benefit,,,,,
34520,,18.35,33.77,$619.68,000,999,090,No,
3452F,,,,Not a Benefit,,,,,
34530,,25.70,33.77,$867.89,000,999,090,No,
3455F,,,,Not a Benefit,,,,,
3470F,,,,Not a Benefit,,,,,
3471F,,,,Not a Benefit,,,,,
3472F,,,,Not a Benefit,,,,,
3475F,,,,Not a Benefit,,,,,
3476F,,,,Not a Benefit,,,,,
34800,,26.79,33.77,$904.70,000,999,090,No,
34802,,29.56,33.77,$998.24,000,999,090,No,
34803,,28.85,33.77,$974.26,000,999,090,No,
34804,,29.56,33.77,$998.24,000,999,090,No,
34805,,24.25,33.77,$818.92,000,999,090,No,
34806,,1.85,33.77,$62.47,000,999,000,No,
34808,,5.09,33.77,$171.89,000,999,000,No,
34812,,8.33,33.77,$281.30,000,999,000,No,
34813,,5.92,33.77,$199.92,000,999,000,No,
34820,,12.03,33.77,$406.25,000,999,000,No,
34825,,16.00,33.77,$540.32,000,999,090,No,
34826,,5.09,33.77,$171.89,000,999,000,No,
34830,,41.69,33.77,"$1,407.87",000,999,090,No,
34831,,45.07,33.77,"$1,522.01",000,999,090,No,
34832,,45.07,33.77,"$1,522.01",000,999,090,No,
34833,,13.46,33.77,$454.54,000,999,000,No,
34834,,6.32,33.77,$213.43,000,999,000,No,
34900,,19.84,33.77,$670.00,000,999,090,No,
3490F,,,,Not a Benefit,,,,,
3491F,,,,Not a Benefit,,,,,
3492F,,,,Not a Benefit,,,,,
3493F,,,,Not a Benefit,,,,,
3494F,,,,Not a Benefit,,,,,
3495F,,,,Not a Benefit,,,,,
3496F,,,,Not a Benefit,,,,,
3497F,,,,Not a Benefit,,,,,
3498F,,,,Not a Benefit,,,,,
35001,,24.00,33.77,$810.48,000,999,090,No,
35002,,24.00,33.77,$810.48,000,999,090,No,
35005,,20.73,33.77,$700.05,000,999,090,No,
3500F,,,,Not a Benefit,,,,,
35011,,24.00,33.77,$810.48,000,999,090,No,
35013,,24.00,33.77,$810.48,000,999,090,No,
35021,,26.00,33.77,$878.02,000,999,090,No,
35022,,32.00,33.77,"$1,080.64",000,999,090,No,
3502F,,,,Not a Benefit,,,,,
3503F,,,,Not a Benefit,,,,,
35045,,26.07,33.77,$880.38,000,999,090,No,
35081,,32.00,33.77,"$1,080.64",000,999,090,No,
35082,,36.00,33.77,"$1,215.72",000,999,090,No,
35091,,38.00,33.77,"$1,283.26",000,999,090,No,
35092,,36.00,33.77,"$1,215.72",000,999,090,No,
35102,,32.00,33.77,"$1,080.64",000,999,090,No,
35103,,36.00,33.77,"$1,215.72",000,999,090,No,
3510F,,,,Not a Benefit,,,,,
35111,,16.00,33.77,$540.32,000,999,090,No,
35112,,16.00,33.77,$540.32,000,999,090,No,
3511F,,,,Not a Benefit,,,,,
35121,,24.00,33.77,$810.48,000,999,090,No,
35122,,24.00,33.77,$810.48,000,999,090,No,
3512F,,,,Not a Benefit,,,,,
35131,,24.00,33.77,$810.48,000,999,090,No,
35132,,24.00,33.77,$810.48,000,999,090,No,
3513F,,,,Not a Benefit,,,,,
35141,,20.00,33.77,$675.40,000,999,090,No,
35142,,20.00,33.77,$675.40,000,999,090,No,
3514F,,,,Not a Benefit,,,,,
35151,,20.00,33.77,$675.40,000,999,090,No,
35152,,25.00,33.77,$844.25,000,999,090,No,
3515F,,,,Not a Benefit,,,,,
35180,,15.02,33.77,$507.23,000,999,090,No,
35182,,39.72,33.77,"$1,341.34",000,999,090,No,
35184,,17.33,33.77,$585.23,000,999,090,No,
35188,,20.64,33.77,$697.01,000,999,090,No,
35189,,35.84,33.77,"$1,210.32",000,999,090,No,
35190,,17.24,33.77,$582.19,000,999,090,No,
35201,,18.00,33.77,$607.86,000,999,090,No,
35206,,18.00,33.77,$607.86,000,999,090,No,
35207,,18.00,33.77,$607.86,000,999,090,No,
35211,,32.00,33.77,"$1,080.64",000,999,090,No,
35216,,24.00,33.77,$810.48,000,999,090,No,
35221,,22.00,33.77,$742.94,000,999,090,No,
35226,,18.00,33.77,$607.86,000,999,090,No,
35231,,23.00,33.77,$776.71,000,999,090,No,
35236,,23.00,33.77,$776.71,000,999,090,No,
35241,,37.00,33.77,"$1,249.49",000,999,090,No,
35246,,25.00,33.77,$844.25,000,999,090,No,
35251,,27.00,33.77,$911.79,000,999,090,No,
35256,,23.00,33.77,$776.71,000,999,090,No,
35261,,16.00,33.77,$540.32,000,999,090,No,
35266,,16.00,33.77,$540.32,000,999,090,No,
35271,,30.00,33.77,"$1,013.10",000,999,090,No,
35276,,22.00,33.77,$742.94,000,999,090,No,
35281,,20.00,33.77,$675.40,000,999,090,No,
35286,,16.00,33.77,$540.32,000,999,090,No,
35301,,24.00,33.77,$810.48,000,999,090,No,
35302,,22.98,33.77,$776.03,000,999,090,No,
35303,,25.24,33.77,$852.35,000,999,090,No,
35304,,26.26,33.77,$886.80,000,999,090,No,
35305,,25.24,33.77,$852.35,000,999,090,No,
35306,,9.43,33.77,$318.45,000,999,000,No,
35311,,28.00,33.77,$945.56,000,999,090,No,
35321,,24.00,33.77,$810.48,000,999,090,No,
35331,,32.00,33.77,"$1,080.64",000,999,090,No,
35341,,24.00,33.77,$810.48,000,999,090,No,
35351,,24.00,33.77,$810.48,000,999,090,No,
35355,,24.00,33.77,$810.48,000,999,090,No,
35361,,32.00,33.77,"$1,080.64",000,999,090,No,
35363,,32.00,33.77,"$1,080.64",000,999,090,No,
35371,,20.00,33.77,$675.40,000,999,090,No,
35372,,24.00,33.77,$810.48,000,999,090,No,
35390,,4.07,33.77,$137.44,000,999,000,No,
35400,,4.21,33.77,$142.17,000,999,000,No,
35450,,8.48,33.77,$286.37,000,999,000,No,
35452,,9.07,33.77,$306.29,000,999,000,No,
35458,,13.21,33.77,$446.10,000,999,000,No,
35460,,8.30,33.77,$280.29,000,999,000,No,
35471,,11.80,33.77,$398.49,000,999,000,No,
35472,,8.10,33.77,$273.54,000,999,000,No,
35475,,11.13,33.77,$375.86,000,999,000,No,
35476,,7.08,33.77,$239.09,000,999,000,No,
35500,,4.00,33.77,$135.08,000,999,000,No,
35501,,31.00,33.77,"$1,046.87",000,999,090,No,
35506,,31.00,33.77,"$1,046.87",000,999,090,No,
35508,,34.70,33.77,"$1,171.82",000,999,090,No,
35509,,31.00,33.77,"$1,046.87",000,999,090,No,
3550F,,,,Not a Benefit,,,,,
35510,,25.65,33.77,$866.20,000,999,090,No,
35511,,31.00,33.77,"$1,046.87",000,999,090,No,
35512,,25.16,33.77,$849.65,000,999,090,No,
35515,,31.44,33.77,"$1,061.73",000,999,090,No,
35516,,31.00,33.77,"$1,046.87",000,999,090,No,
35518,,30.86,33.77,"$1,042.14",000,999,090,No,
3551F,,,,Not a Benefit,,,,,
35521,,31.00,33.77,"$1,046.87",000,999,090,No,
35522,,24.43,33.77,$825.00,000,999,090,No,
35523,,23.35,33.77,$788.53,000,999,090,No,
35525,,23.32,33.77,$787.52,000,999,090,No,
35526,,35.00,33.77,"$1,181.95",000,999,090,No,
3552F,,,,Not a Benefit,,,,,
35531,,35.00,33.77,"$1,181.95",000,999,090,No,
35533,,38.17,33.77,"$1,289.00",000,999,090,No,
35535,,42.89,33.77,"$1,448.40",000,999,090,No,
35536,,35.00,33.77,"$1,181.95",000,999,090,No,
35537,,44.37,33.77,"$1,498.37",000,999,090,No,
35538,,49.56,33.77,"$1,673.64",000,999,090,No,
35539,,46.58,33.77,"$1,573.01",000,999,090,No,
35540,,51.91,33.77,"$1,753.00",000,999,090,No,
35556,,32.00,33.77,"$1,080.64",000,999,090,No,
35558,,27.00,33.77,$911.79,000,999,090,No,
3555F,,,,Not a Benefit,,,,,
35560,,42.80,33.77,"$1,445.36",000,999,090,No,
35563,,31.00,33.77,"$1,046.87",000,999,090,No,
35565,,31.00,33.77,"$1,046.87",000,999,090,No,
35566,,35.00,33.77,"$1,181.95",000,999,090,No,
35570,,33.14,33.77,"$1,119.14",000,999,090,No,
35571,,27.00,33.77,$911.79,000,999,090,No,
35572,,7.60,33.77,$256.65,000,999,000,No,
35583,,25.50,33.77,$861.14,000,999,090,No,
35585,,28.00,33.77,$945.56,000,999,090,No,
35587,,27.00,33.77,$911.79,000,999,090,No,
35600,,6.24,33.77,$210.72,000,999,000,No,
35601,,10.75,33.77,$363.03,000,999,090,No,
35606,,24.00,33.77,$810.48,000,999,090,No,
35612,,24.00,33.77,$810.48,000,999,090,No,
35616,,24.00,33.77,$810.48,000,999,090,No,
35621,,24.00,33.77,$810.48,000,999,090,No,
35623,,19.66,33.77,$663.92,000,999,090,No,
35626,,28.00,33.77,$945.56,000,999,090,No,
35631,,28.00,33.77,$945.56,000,999,090,No,
35632,,40.72,33.77,"$1,375.11",000,999,090,No,
35633,,43.97,33.77,"$1,484.87",000,999,090,No,
35634,,39.85,33.77,"$1,345.73",000,999,090,No,
35636,,28.00,33.77,$945.56,000,999,090,No,
35637,,35.35,33.77,"$1,193.77",000,999,090,No,
35638,,35.91,33.77,"$1,212.68",000,999,090,No,
35642,,26.92,33.77,$909.09,000,999,090,No,
35645,,26.90,33.77,$908.41,000,999,090,No,
35646,,32.00,33.77,"$1,080.64",000,999,090,No,
35647,,34.70,33.77,"$1,171.82",000,999,090,No,
35650,,28.20,33.77,$952.31,000,999,090,No,
35654,,29.95,33.77,"$1,011.41",000,999,090,No,
35656,,25.00,33.77,$844.25,000,999,090,No,
35661,,20.00,33.77,$675.40,000,999,090,No,
35663,,24.00,33.77,$810.48,000,999,090,No,
35665,,24.00,33.77,$810.48,000,999,090,No,
35666,,28.00,33.77,$945.56,000,999,090,No,
35671,,20.00,33.77,$675.40,000,999,090,No,
35681,,2.18,33.77,$73.62,000,999,090,No,
35682,,9.36,33.77,$316.09,000,999,000,No,
35683,,9.35,33.77,$315.75,000,1,000,No,
35685,,4.73,33.77,$159.73,000,999,000,No,
35686,,3.91,33.77,$132.04,000,999,000,No,
35691,,26.74,33.77,$903.01,000,999,090,No,
35693,,19.61,33.77,$662.23,000,999,090,No,
35694,,22.72,33.77,$767.25,000,999,090,No,
35695,,22.72,33.77,$767.25,000,999,090,No,
35697,,3.20,33.77,$108.06,000,999,090,No,
35700,,3.93,33.77,$132.72,000,999,000,No,
35701,,10.00,33.77,$337.70,000,999,090,No,
3570F,,,,Not a Benefit,,,,,
35721,,8.00,33.77,$270.16,000,999,090,No,
3572F,,,,Not a Benefit,,,,,
3573F,,,,Not a Benefit,,,,,
35741,,8.00,33.77,$270.16,000,999,090,No,
35761,,9.00,33.77,$303.93,000,999,090,No,
35800,,10.00,33.77,$337.70,000,999,090,No,
35820,,20.00,33.77,$675.40,000,999,090,No,
35840,,15.00,33.77,$506.55,000,999,090,No,
35860,,8.00,33.77,$270.16,000,999,090,No,
35870,,28.76,33.77,$971.23,000,999,090,No,
35875,,13.02,33.77,$439.69,000,999,090,No,
35876,,17.65,33.77,$596.04,000,999,090,No,
35879,,21.00,33.77,$709.17,000,999,090,No,
35881,,23.02,33.77,$777.39,000,999,090,No,
35883,,25.89,33.77,$874.31,000,999,090,No,
35884,,27.49,33.77,$928.34,000,999,090,No,
35901,,13.40,33.77,$452.52,000,999,090,No,
35903,,15.16,33.77,$511.95,000,999,090,No,
35905,,19.35,33.77,$653.45,000,999,090,No,
35907,,19.56,33.77,$660.54,000,999,090,No,
36000,,0.66,33.77,$22.29,000,999,000,No,
36002,,4.00,33.77,$135.08,000,999,000,No,
36005,,1.10,33.77,$37.15,000,999,000,No,
36010,,2.00,33.77,$67.54,000,999,000,No,
36011,,3.33,33.77,$112.45,000,999,000,No,
36012,,4.67,33.77,$157.71,000,999,000,No,
36013,,3.33,33.77,$112.45,000,999,000,No,
36014,,4.00,33.77,$135.08,000,999,000,No,
36015,,4.67,33.77,$157.71,000,999,000,No,
36100,,4.00,33.77,$135.08,000,999,000,No,
36120,,4.00,33.77,$135.08,000,999,000,No,
36140,,4.00,33.77,$135.08,000,999,000,No,
36147,,13.50,33.77,$455.90,000,999,000,No,
36148,,4.26,33.77,$143.86,000,999,000,No,
36160,,3.20,33.77,$108.06,000,999,000,No,
36200,,4.00,33.77,$135.08,000,999,000,No,
36215,,5.00,33.77,$168.85,000,999,000,No,
36216,,5.86,33.77,$197.89,000,999,000,No,
36217,,7.94,33.77,$268.13,000,999,000,No,
36218,,1.21,33.77,$40.86,000,999,000,No,
36221,,26.94,33.77,$909.76,000,999,000,No,
36222,,33.37,33.77,"$1,126.90",000,999,000,No,
36223,,36.50,33.77,"$1,232.61",000,999,000,No,
36224,,39.66,33.77,"$1,339.32",000,999,000,No,
36225,,36.24,33.77,"$1,223.82",000,999,000,No,
36226,,40.43,33.77,"$1,365.32",000,999,000,No,
36227,,5.80,33.77,$195.87,000,999,000,No,
36228,,27.77,33.77,$937.79,000,999,000,No,
36245,,4.98,33.77,$168.17,000,999,000,No,
36246,,6.39,33.77,$215.79,000,999,000,No,
36247,,7.61,33.77,$256.99,000,999,000,No,
36248,,2.80,33.77,$94.56,000,999,000,No,
36251,,33.97,33.77,"$1,147.17",000,999,000,No,
36252,,37.27,33.77,"$1,258.61",000,999,000,No,
36253,,51.99,33.77,"$1,755.70",000,999,000,No,
36254,,54.09,33.77,"$1,826.62",000,999,000,No,
36260,,15.23,33.77,$514.32,000,999,090,No,
36261,,8.06,33.77,$272.19,000,999,090,No,
36262,,5.23,33.77,$176.62,000,999,090,No,
36299,,,,Code is Manually Priced,000,999,000,No,
36400,,0.40,33.77,$13.51,000,3,000,No,
36405,,0.50,33.77,$16.89,000,3,000,No,
36406,,0.25,33.77,$8.44,000,2,000,No,
36410,,0.20,33.77,$6.75,003,999,000,No,
